,Age,Job,Credit amount,Duration,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Sex_male,Housing_own,Housing_rent,Savings_moderate,Savings_no_inf,Savings_quite rich,Savings_rich,Risk_bad,Check_moderate,Check_no_inf,Check_rich,Age_cat_Young,Age_cat_Adult,Age_cat_Senior
234,42,1,7.342131730584722,4,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
235,30,3,7.508238774678663,24,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
236,23,0,9.585689856179723,6,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False
237,61,1,7.925518979786926,21,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True
238,35,2,7.1631723908466425,12,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
239,39,2,7.8328075165248645,30,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
240,29,2,6.818924065275521,24,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
241,51,2,7.374629015218945,6,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
242,24,2,8.434897948689407,48,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
243,27,2,7.077498053569231,12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
244,35,1,8.145259566516865,12,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
245,25,2,7.1372784372603855,24,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
246,52,2,6.57507584059962,12,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
247,35,2,7.093404625868766,6,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
248,26,2,7.562681246721884,24,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
249,22,2,6.07073772800249,18,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
250,39,1,6.501289670540389,6,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
251,46,1,7.719129840906732,12,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
252,24,2,7.673223121121708,30,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
253,35,2,8.33110454805304,24,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
254,24,2,7.615791072035833,9,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False
255,27,1,8.911664758049536,60,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False
256,35,1,7.895063498091573,24,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
257,29,2,7.67275789664251,12,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
258,23,2,8.245909264774093,15,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
259,57,1,7.050989447068045,11,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
260,27,2,7.4127640174265625,12,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
261,55,2,7.3796321526095525,24,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
262,36,3,8.57583938684897,18,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
263,57,1,7.91862865334224,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
264,32,1,7.115582126184454,10,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
265,37,2,6.687108607866515,15,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
266,36,2,8.748939631537715,36,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
267,38,2,7.334981878871814,24,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
268,45,3,9.102532419341877,14,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
269,25,2,6.906754778648554,24,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False
270,32,2,7.8868329989550565,18,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False
271,37,2,7.2456550675945355,12,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
272,36,3,9.4066470133368,48,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
273,28,2,8.026170194946426,48,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
274,34,1,9.392495248213038,30,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
275,32,2,7.89989532313973,9,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
276,26,2,7.784889295655098,18,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
277,49,1,7.140453043101158,12,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
278,32,2,8.436200032206706,6,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
279,29,3,7.550135342488429,24,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
280,23,2,8.122074375362217,15,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
281,50,2,7.3613754289773485,12,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
282,49,1,7.275864600546533,18,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False
283,63,2,7.326465613840322,15,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True
284,37,2,8.263074835802596,24,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False
285,35,1,9.280052984387483,47,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
286,26,2,8.473868066677865,48,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
287,31,3,8.93353229607628,48,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False
288,49,2,6.9957661563048505,12,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
289,48,2,6.931471805599453,24,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
290,26,2,6.98100574072173,12,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
291,28,3,9.14825217966276,36,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False
292,44,3,8.767017621311778,24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
293,56,2,8.475537516147405,42,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
294,46,3,8.93971205409023,48,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
295,26,2,9.206332350578643,48,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
296,20,2,8.449984441722787,12,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
297,45,1,7.160069207596127,10,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
298,43,2,7.83002808253384,18,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
299,32,2,7.917536353943631,21,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False
300,54,0,6.51025834052315,6,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
301,42,2,8.24380842366528,36,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
302,37,1,7.203405521083095,24,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False
303,49,2,6.945051063725834,10,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
304,44,2,9.222960403332285,48,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False
305,33,2,7.341483852363161,6,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False
306,24,1,8.478660241699453,30,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
307,33,1,6.588926477533519,12,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False
308,24,2,7.1204443723924875,8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
309,22,1,5.62040086571715,9,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
310,40,0,8.59062950948942,48,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False
311,25,2,8.614501373883236,24,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False
312,26,2,8.229244416735913,24,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
313,25,1,6.529418838262226,12,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False
314,29,1,7.309212365692763,4,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False
315,31,2,7.917900586327916,36,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
316,38,1,6.56244409369372,12,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
317,48,1,8.37816098272068,24,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
318,32,2,6.55250788703459,12,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
319,27,1,8.200562797008564,15,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
320,28,3,8.354438940114811,30,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
321,32,2,7.569411792450712,24,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
322,34,3,7.975908360165538,24,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
323,28,2,7.88570539124302,18,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
324,36,2,6.93537044601511,18,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
325,39,1,8.130942302231878,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
326,49,2,8.665785595466064,12,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
327,34,2,7.329749689041512,24,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
328,31,2,8.405814603432848,36,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
329,28,2,6.97354301952014,6,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False
330,75,3,8.797095076549056,24,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
331,30,2,7.530479995245536,18,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
332,24,3,8.910315776326016,60,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False
333,24,1,9.357897936333798,48,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False
334,23,2,8.32117830749028,24,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
335,44,3,8.126813720726114,6,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
336,23,1,7.650168700845001,13,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
337,24,2,7.150701457592526,15,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
338,28,2,8.335431477880796,24,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
339,31,1,7.327123292259293,10,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False
340,24,2,8.655737000864297,24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
341,26,1,8.188411308079031,21,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
342,25,2,8.074960359115858,18,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
343,33,3,8.398184404834035,18,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False
344,37,1,8.28121766128665,10,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
345,43,1,7.285506548522785,15,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
346,23,2,6.782192056006791,13,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
347,23,0,8.231642179973411,24,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
348,34,1,7.463363045520021,6,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
349,32,2,7.035268599281097,9,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False
350,23,2,7.119635638017636,9,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
351,29,2,6.8658910748834385,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
352,38,3,8.079927770758275,18,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
353,28,2,8.73214326770192,12,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
354,46,2,6.588926477533519,10,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
355,23,1,7.1276936993473985,24,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False
356,49,2,7.754052639035757,12,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
357,26,3,8.40357646462927,36,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False
358,28,2,6.654152520183219,12,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
359,23,2,7.785720896534624,30,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
360,61,2,7.122059881629142,18,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
361,37,3,8.131236549696116,12,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False
362,36,2,7.717351272185329,12,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
363,21,2,7.476472381163905,6,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
364,25,0,7.813187267521416,18,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
365,36,2,7.340835554123275,12,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
366,27,2,8.25582842728183,18,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
367,22,2,8.202482446576537,18,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
368,42,2,8.144969417087875,36,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
369,40,2,8.006700845440367,18,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
370,36,2,8.0323601479245,36,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
371,33,2,8.711113884053544,18,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
372,23,2,7.671360923190644,10,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
373,63,3,9.529230371552156,60,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
374,60,3,9.601165503344832,60,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
375,37,2,8.947025655972697,48,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
376,34,2,7.749322464660356,18,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
377,36,2,6.740519359606223,7,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
378,57,3,9.56927276595613,36,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
379,52,1,5.8916442118257715,6,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
380,39,2,7.701652362642226,20,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
381,38,3,9.470856776355195,18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
382,25,2,7.1569563646156364,22,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
383,26,2,7.1929342212158,12,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
384,26,1,8.35983738064003,30,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
385,25,2,7.71333788887187,18,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
386,21,2,7.026426808699636,18,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
387,40,3,8.90571557879409,18,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
388,27,2,7.75190533307861,15,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False
389,27,2,7.278628942320682,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
390,30,3,7.506591780070841,18,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
391,19,1,6.890609120147166,12,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
392,39,3,8.0861025356691,36,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
393,31,2,7.579167967396076,6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
394,31,3,7.785720896534624,9,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
395,32,2,9.372459221452617,39,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False
396,55,3,7.8547691834991324,12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
397,46,2,7.761319180947987,36,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
398,46,2,7.109062135687172,12,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
399,43,1,7.323830566202317,24,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
400,39,2,7.29505641646263,18,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
401,28,2,7.54274354536855,18,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False
402,27,2,9.065083359319043,24,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False
403,27,1,6.687108607866515,14,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
404,43,2,7.972121128921655,18,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False
405,22,2,7.620214770574455,24,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False
406,43,2,7.69484807238461,24,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
407,27,2,6.959398512133975,15,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
408,26,3,8.081784206935001,24,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False
409,28,2,6.844815479208263,12,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False
410,20,2,7.584264818389059,24,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
411,35,3,8.889170455363413,33,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
412,42,3,7.73718007783463,12,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False
413,40,1,7.3758821482150125,10,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
414,35,2,7.2305631534092925,24,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
415,35,2,8.672828482947686,36,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
416,33,1,7.8551570058813445,12,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
417,23,2,9.044403844431551,18,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
418,31,3,7.930925372483388,21,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
419,33,2,6.948897222313312,18,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False
420,20,2,8.066521490469993,15,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
421,30,2,7.614805364711073,12,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False
422,47,1,6.86484777797086,12,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
423,34,3,7.372118028337787,21,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
424,25,2,7.923710333969238,12,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False
425,21,2,7.929846429742503,18,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
426,29,2,7.916807490937603,28,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
427,46,2,7.046647277848756,18,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False
428,20,2,7.180069874302796,9,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
429,55,0,7.081708586105575,18,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
430,74,1,8.145549631783584,5,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
431,29,3,9.3350328159335,24,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False
432,36,3,7.534762657037537,6,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
433,33,2,7.629489916393995,24,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
434,25,2,7.666690200080086,9,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
435,25,2,7.302496423727326,12,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False
436,23,1,6.492239835020471,6,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
437,37,2,7.160069207596127,24,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
438,65,0,8.129764445794171,42,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
439,26,0,6.411818267709897,12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
440,39,3,7.5411524551363085,12,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
441,30,2,7.3901814282264295,12,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
442,29,2,7.874358824729881,20,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False
443,41,1,6.577861357721047,12,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False
444,30,3,8.536211197252,48,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
445,41,1,7.126087273299125,9,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
446,34,2,7.518607216815252,36,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
447,35,2,7.853993087224244,7,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False
448,55,3,7.261225091971921,12,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
449,61,2,7.321188556739478,15,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True
450,30,3,9.310547632393208,36,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False
451,29,2,6.249975242259483,6,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
452,34,2,7.922623574217286,12,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
453,35,3,7.8898337513942955,24,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
454,31,2,8.479906606630221,24,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
455,29,3,7.893198869544609,24,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
456,36,2,8.270013062273787,11,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
457,35,2,8.12740456269308,12,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
458,27,2,5.8377304471659395,6,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
459,32,2,8.432506383249043,18,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
460,37,2,8.194229304819817,36,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
461,36,2,7.450660796211539,15,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
462,34,3,8.012018239159062,12,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
463,38,2,6.625392368007956,12,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False
464,34,2,7.575584651557793,18,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
465,63,2,7.980707820869669,24,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
466,29,1,7.413970290190444,24,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
467,32,2,8.887100204123687,48,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False
468,26,2,7.92443418488756,33,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
469,35,1,8.450839690866216,24,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
470,22,2,8.036573409707312,24,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False
